url,Property ID,Price,State of the property,Availability,Number of bedrooms,Livable surface,Furnished,Attic,Garage,Number of garages,Kitchen equipment,Kitchen type,Number of bathrooms,Number of showers,Number of toilets,Type of heating,Type of glazing,Elevator,Number of facades,Garden,Surface garden,Terrace,Surface terrace,Total land surface,Swimming pool
https://immovlan.be/en/detail/residence/for-sale/2830/willebroek/rbu61423,rbu61423,427 000 €,,On contract,3,143 m²,,,Yes,1,,,1,,2,Not specified,Double glass,No,2,Yes,,Yes,25 m²,249 m²,
https://immovlan.be/en/detail/master-house/for-sale/9600/ronse/rbu66014,rbu66014,424 000 €,Normal,,5,410 m²,No,Yes,,,Fully equipped,Western kitchen,2,2,3,Gas,Double glass,No,2,Yes,150 m²,Yes,44 m²,360 m²,No
https://immovlan.be/en/detail/apartment/for-sale/3970/leopoldsburg/rbu43027,rbu43027,260 000 €,New,Immediately,1,79 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,14 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1190/vorst/vbd44423,vbd44423,259 500 €,New,,1,73 m²,,,Yes,1,Super equipped,,1,1,1,Gas,Double glass,Yes,2,Yes,,Yes,3 m²,,No
https://immovlan.be/en/detail/residence/for-sale/5500/anseremme/vbd30912,vbd30912,385 000 €,,From 19/12/2025,4,155 m²,No,,Yes,1,,,,1,,Not specified,,No,,Yes,,No,,1305 m²,
https://immovlan.be/en/detail/villa/for-sale/3680/maaseik/rbu62560,rbu62560,729 000 €,,On contract,4,450 m²,,Yes,Yes,1,,,2,,3,Fuel oil,Double glass,No,4,Yes,,Yes,,9268 m²,
https://immovlan.be/en/detail/residence/for-sale/5190/jemeppe-sur-sambre/vbd49080,vbd49080,269 000 €,Fully renovated,On contract,3,200 m²,,Yes,,,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,3,Yes,307 m²,Yes,115 m²,868 m²,No
https://immovlan.be/en/detail/residence/for-sale/6840/neufchateau/vbd12942,vbd12942,195 000 €,Normal,,3,,No,Yes,Yes,,,,1,,2,Fuel oil,,No,2,Yes,,No,,228 m²,
https://immovlan.be/en/detail/apartment/for-sale/3650/dilsen-stokkem/rbu62047,rbu62047,287 280 €,,,2,101 m²,,,Yes,,,,1,,,,,,,Yes,44 m²,Yes,16 m²,,
https://immovlan.be/en/detail/villa/for-sale/1780/wemmel/vbd44850,vbd44850,985 000 €,Excellent,On contract,3,240 m²,No,Yes,Yes,1,Super equipped,,2,,3,Gas,Double glass,No,4,Yes,500 m²,Yes,45 m²,801 m²,Yes
https://immovlan.be/en/detail/apartment/for-sale/4683/vivegnis/vbd45084,vbd45084,179 000 €,Excellent,On contract,2,93 m²,No,,Yes,1,Fully equipped,Western kitchen,2,2,2,Gas,Double glass,No,2,Yes,500 m²,Yes,15 m²,,No
https://immovlan.be/en/detail/commercial-building/for-sale/3600/genk/rbu51009,rbu51009,279 000 €,To be renovated,On contract,,,,,,,,,,,1,Hot air,,No,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1400/nivelles/vbb92220,vbb92220,230 000 €,To be renovated,,3,150 m²,No,,,,,,1,,1,Gas,,Yes,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd01945,vbd01945,256 700 €,New,,2,85 m²,No,No,,,,,,1,1,Gas,,Yes,4,No,,Yes,27 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1300/wavre/vbd43264,vbd43264,415 000 €,New,,2,95 m²,No,,Yes,1,,,1,1,1,,Double glass,Yes,2,No,,Yes,11 m²,,No
https://immovlan.be/en/detail/residence/for-sale/4257/corswarem/vbd43349,vbd43349,387 000 €,New,Immediately,3,186 m²,No,Yes,,,,,1,,,Not specified,,No,4,Yes,,Yes,,866 m²,
https://immovlan.be/en/detail/residence/for-sale/3550/heusden-zolder/rbu61425,rbu61425,1 750 000 €,,On contract,4,618 m²,,,Yes,,,,3,,3,Gas,,No,4,Yes,,Yes,60 m²,2813 m²,Yes
https://immovlan.be/en/detail/penthouse/for-sale/3500/hasselt/rbe67894,rbe67894,505 000 €,New,,1,124 m²,,,,,,,1,,,,,Yes,,Yes,,Yes,85 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2870/puurs-sint-amands/rbi70785,rbi70785,289 000 €,New,,2,99 m²,,,Yes,,,,,,,,,Yes,2,Yes,,Yes,12 m²,,
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu27339,rbu27339,349 500 €,New,,2,102 m²,No,,,,Super equipped,,1,,1,Hot air,Triple glass,Yes,2,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd42039,vbd42039,435 000 €,New,,2,84 m²,,,,,,,,,,,,,,No,,Yes,12 m²,,
https://immovlan.be/en/detail/apartment/for-sale/3800/sint-truiden/rbu56140,rbu56140,399 000 €,New,,3,120 m²,,,Yes,,,,,,,,,Yes,2,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1080/sint-jans-molenbeek/vbd44603,vbd44603,210 000 €,Excellent,On contract,1,60 m²,,,Yes,,Super equipped,,1,,1,Gas,Double glass,Yes,2,No,,Yes,5 m²,,No
https://immovlan.be/en/detail/villa/for-sale/1330/rixensart/vbd44200,vbd44200,650 000 €,Excellent,On contract,4,250 m²,No,Yes,,,Super equipped,,2,,2,Gas,Double glass,No,4,Yes,753 m²,Yes,50 m²,753 m²,No
https://immovlan.be/en/detail/residence/for-sale/2220/heist-op-den-berg/rbu55464,rbu55464,455 000 €,New,Immediately,4,183 m²,No,Yes,,,,,1,,2,Gas,,No,,Yes,,Yes,,445 m²,
https://immovlan.be/en/detail/residence/for-sale/5660/aublain/vbd48734,vbd48734,180 000 €,,,4,240 m²,No,Yes,,,,,2,,,Fuel oil,,No,,Yes,,Yes,,307 m²,
https://immovlan.be/en/detail/penthouse/for-sale/4367/crisnee/vbc87336,vbc87336,446 500 €,New,,3,165 m²,No,,Yes,1,Fully equipped,Western kitchen,2,1,1,,Double glass,Yes,3,Yes,,Yes,12 m²,,No
https://immovlan.be/en/detail/residence/for-sale/4300/waremme/vbd43768,vbd43768,325 007 €,New,,3,164 m²,No,Yes,Yes,,,,1,,2,Gas,,No,,Yes,218 m²,No,,299 m²,
https://immovlan.be/en/detail/apartment/for-sale/6230/pont-a-celles/vbd49476,vbd49476,246 200 €,,,2,85 m²,No,,,,,,1,,,,,,2,No,,Yes,8 m²,,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd41985,vbd41985,,,,1,66 m²,,,,,,,,,,,,,,,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1200/sint-lambrechts-woluwe/vbd47531,vbd47531,1 100 000 €,New,,3,166 m²,No,,Yes,1,Super equipped,,2,2,2,Hot air,Triple glass,Yes,2,Yes,,Yes,35 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/6880/bertrix/vaz36118,vaz36118,356 500 €,New,On contract,2,114 m²,No,,Yes,,,,2,,,,,Yes,2,Yes,,Yes,8 m²,,
https://immovlan.be/en/detail/residence/for-sale/8501/heule/rbu66803,rbu66803,395 000 €,Normal,,3,160 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,1,,2,Gas,Double glass,No,2,Yes,100 m²,Yes,45 m²,300 m²,No
https://immovlan.be/en/detail/villa/for-sale/5070/sart-saint-laurent/vbd45300,vbd45300,279 000 €,Excellent,On contract,3,153 m²,No,Yes,Yes,1,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,4,Yes,,Yes,,807 m²,No
https://immovlan.be/en/detail/residence/for-sale/6900/marche-en-famenne/vbd12851,vbd12851,189 000 €,To be renovated,,4,180 m²,No,Yes,,,,,2,1,2,,Double glass,No,4,Yes,1379 m²,No,,1379 m²,No
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd49061,vbd49061,870 000 €,To be renovated,On contract,4,280 m²,No,,,,Fully equipped,Western kitchen,2,2,3,Fuel oil,Double glass,No,2,Yes,75 m²,Yes,12 m²,160 m²,No
https://immovlan.be/en/detail/residence/for-sale/3500/hasselt/rbu35361,rbu35361,486 600 €,New,Immediately,3,208 m²,No,Yes,Yes,,,,1,,2,Not specified,,No,3,Yes,,No,,884 m²,Yes
https://immovlan.be/en/detail/studio/for-sale/7000/mons/vbd45122,vbd45122,156 000 €,New,,,12 m²,,,,,Super equipped,,1,,1,Hot air,,Yes,4,,,No,,,No
https://immovlan.be/en/detail/business-surface/for-sale/5000/namur/vwd15306,vwd15306,20 000 €,Normal,,0,,,,,,,,,,,Not specified,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/5300/andenne/vbd30988,vbd30988,295 000 €,To be renovated,On contract,3,185 m²,No,Yes,Yes,1,,,,1,2,Fuel oil,,No,3,Yes,,Yes,15 m²,884 m²,
https://immovlan.be/en/detail/apartment/for-sale/8380/dudzele/rbu60155,rbu60155,399 000 €,,Immediately,2,,,Yes,Yes,,,,2,,1,Gas,,No,,Yes,,Yes,1 m²,,
https://immovlan.be/en/detail/commercial-building/for-sale/4000/liege/vbd47845,vbd47845,150 000 €,Normal,On contract,,,,,,,,,,,2,Hot air,Double glass,No,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/7300/boussu/vbd45527,vbd45527,250 000 €,,,2,180 m²,No,,,,,,2,2,4,,Double glass,No,2,No,,Yes,5 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/7940/brugelette/vba94306,vba94306,261 000 €,New,,2,103 m²,No,,,,Fully equipped,Western kitchen,1,,1,Gas,,,,,,Yes,12 m²,,
https://immovlan.be/en/detail/parking/for-sale/1600/sint-pieters-leeuw/rbk43466,rbk43466,13 000 €,,,,,,,,,,,,,,,,,,,,,,,
https://immovlan.be/en/detail/residence/for-sale/2560/nijlen/rbu66961,rbu66961,399 000 €,New,,3,165 m²,,Yes,,,,,,,,,Double glass,,2,Yes,,Yes,,312 m²,
https://immovlan.be/en/detail/residence/for-sale/4280/petit-hallet/vbc94239,vbc94239,125 000 €,To be renovated,On contract,3,128 m²,No,,Yes,1,Partially equipped,Kitchenette,1,1,2,,Double glass,No,3,Yes,208 m²,No,,308 m²,
https://immovlan.be/en/detail/residence/for-sale/4987/la-gleize/vbd49191,vbd49191,250 000 €,To be renovated,,3,116 m²,No,,Yes,1,,,1,,1,Fuel oil,,No,4,Yes,1800 m²,Yes,,1878 m²,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc03945,vbc03945,289 320 €,New,,1,80 m²,No,,,,Super equipped,,1,1,1,Gas,,Yes,3,No,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/1785/merchtem/rbu65917,rbu65917,525 000 €,Normal,,3,163 m²,No,,Yes,,,,1,,1,,,Yes,3,No,,Yes,37 m²,,
https://immovlan.be/en/detail/residence/for-sale/3271/averbode/rbs86079,rbs86079,360 000 €,New,Immediately,4,174 m²,No,,,,Super equipped,,,,2,,,No,3,Yes,,Yes,,317 m²,
https://immovlan.be/en/detail/investment-property/for-sale/4600/vise/vbd47991,vbd47991,419 000 €,Normal,On contract,4,,,,Yes,,,,2,,2,Fuel oil,Double glass,,2,Yes,500 m²,,,698 m²,
https://immovlan.be/en/detail/residence/for-sale/8900/dikkebus/rbu62072,rbu62072,179 900 €,,Immediately,3,105 m²,,,Yes,,,,1,,1,Gas,Double glass,No,2,Yes,,Yes,,343 m²,
https://immovlan.be/en/detail/residence/for-sale/7640/antoing/vbd36691,vbd36691,235 000 €,,On contract,3,155 m²,No,,Yes,,,,,1,,Not specified,,No,,No,,No,,,
https://immovlan.be/en/detail/studio/for-sale/9450/haaltert/rbu59607,rbu59607,215 000 €,Normal,On contract,1,75 m²,No,No,Yes,,,,1,,,,Double glass,No,,Yes,,Yes,,,No
https://immovlan.be/en/detail/land/for-sale/4690/bassenge/vau21835,vau21835,95 900 €,,Immediately,,,,,,,,,,,,,,,,,,,,1155 m²,
https://immovlan.be/en/detail/land/for-sale/8570/ingooigem/rbu65274,rbu65274,695 000 €,,,,,,,,,,,,,,,,,,,,,,5304 m²,
https://immovlan.be/en/detail/apartment/for-sale/3550/heusden-zolder/rbu61359,rbu61359,319 000 €,Excellent,On contract,3,160 m²,No,,Yes,,,,1,,2,Gas,Double glass,No,3,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/7100/la-louviere/vbd48884,vbd48884,549 000 €,Normal,Immediately,20,775 m²,,,,,,,,,7,Fuel oil,Double glass,,4,,,,,1149 m²,
https://immovlan.be/en/detail/residence/for-sale/6060/gilly/vbd49294,vbd49294,170 000 €,Normal,On contract,2,128 m²,No,,Yes,1,,,1,1,,Fuel oil,Double glass,No,3,Yes,149 m²,No,,278 m²,No
https://immovlan.be/en/detail/apartment/for-sale/9032/wondelgem/rbu64902,rbu64902,289 000 €,New,,2,78 m²,No,,,,Super equipped,,1,,1,Hot air,Double glass,Yes,3,Yes,,Yes,8 m²,,No
https://immovlan.be/en/detail/residence/for-sale/6760/virton/vbd37220,vbd37220,229 000 €,Normal,,3,140 m²,No,Yes,,,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,No,2,Yes,,Yes,,,No
https://immovlan.be/en/detail/residence/for-sale/2250/olen/rbu65836,rbu65836,440 000 €,Normal,On contract,5,210 m²,No,Yes,Yes,1,Super equipped,,1,,2,Electricity,Double glass,,4,Yes,200 m²,Yes,,651 m²,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28587,vbd28587,268 000 €,New,,1,66 m²,No,,,,,,1,,1,Gas,Double glass,Yes,,No,,Yes,5 m²,,
https://immovlan.be/en/detail/residence/for-sale/4317/faimes/vbd19461,vbd19461,329 000 €,New,,3,152 m²,No,,Yes,,,,1,,2,Hot air,,No,3,Yes,,Yes,30 m²,845 m²,No
https://immovlan.be/en/detail/apartment/for-sale/5060/sambreville/vbd43224,vbd43224,285 000 €,New,,2,96 m²,,,,,,,,,,Not specified,,,,Yes,38 m²,Yes,9 m²,,
https://immovlan.be/en/detail/residence/for-sale/5550/bohan/vbd40724,vbd40724,250 000 €,Normal,On contract,5,261 m²,Yes,,Yes,1,Fully equipped,Western kitchen,6,5,6,Electricity,Double glass,No,3,Yes,20 m²,Yes,20 m²,136 m²,No
https://immovlan.be/en/detail/residence/for-sale/9070/destelbergen/rbu61335,rbu61335,768 000 €,New,,3,226 m²,No,Yes,Yes,,Super equipped,,2,1,3,Hot air,Double glass,No,3,Yes,276 m²,Yes,28 m²,538 m²,No
https://immovlan.be/en/detail/ground-floor/for-sale/9940/sleidinge/rbu64888,rbu64888,435 000 €,New,,3,146 m²,No,,Yes,1,Super equipped,,1,,2,Hot air,Double glass,Yes,2,No,,Yes,29 m²,,No
https://immovlan.be/en/detail/residence/for-sale/5002/saint-servais/vbd33522,vbd33522,285 000 €,,Negotiable,4,,,Yes,Yes,,,,1,,2,Gas,Double glass,,3,Yes,,Yes,,375 m²,
https://immovlan.be/en/detail/mixed-building/for-sale/3390/tielt-winge/rbu50943,rbu50943,645 000 €,To be renovated,On contract,3,296 m²,No,Yes,,,,,1,,2,Fuel oil,,No,,Yes,,No,,1296 m²,
https://immovlan.be/en/detail/apartment/for-sale/8400/oostende/rbu37082,rbu37082,320 000 €,,,2,90 m²,,,,,,,1,,1,,,Yes,,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/1160/oudergem/vbd28499,vbd28499,665 000 €,New,,2,110 m²,,,,,Super equipped,,2,,2,,Double glass,Yes,,,,Yes,25 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/8610/kortemark/rbu65545,rbu65545,465 000 €,New,,4,,,,,,,,1,,2,,,,3,Yes,,,,439 m²,
https://immovlan.be/en/detail/residence/for-sale/1400/nivelles/vbb32468,vbb32468,350 000 €,To be renovated,,4,180 m²,No,Yes,,,,,1,,2,Fuel oil,,No,2,Yes,60 m²,Yes,8 m²,162 m²,
https://immovlan.be/en/detail/apartment/for-sale/1050/elsene/vbd45384,vbd45384,480 000 €,,Immediately,3,102 m²,No,,Yes,,,,1,1,2,Not specified,,Yes,,No,,Yes,10 m²,,
https://immovlan.be/en/detail/residence/for-sale/3650/dilsen-stokkem/rbu60235,rbu60235,549 000 €,,On contract,3,202 m²,,,Yes,1,,,1,,,Gas,,,4,Yes,,Yes,,786 m²,
https://immovlan.be/en/detail/residence/for-sale/4682/heure-le-romain/vbd48947,vbd48947,346 354 €,New,,3,128 m²,,,,,,,1,,2,,,,4,Yes,,,,696 m²,
https://immovlan.be/en/detail/residence/for-sale/4680/oupeye/vbd49815,vbd49815,250 000 €,Normal,On contract,1,90 m²,,,Yes,,,,1,,1,Gas,Double glass,,4,No,,No,,325 m²,
https://immovlan.be/en/detail/apartment/for-sale/1830/machelen/vbd46752,vbd46752,265 000 €,Excellent,Immediately,3,85 m²,,,Yes,,,,1,,1,Fuel oil,Triple glass,,2,No,,No,,,
https://immovlan.be/en/detail/duplex/for-sale/5500/dinant/vbd38665,vbd38665,125 000 €,Normal,,2,91 m²,No,,,,Fully equipped,Western kitchen,1,1,1,Gas,Double glass,No,3,No,,No,,,No
https://immovlan.be/en/detail/studio/for-sale/1090/jette/vbd49847,vbd49847,160 000 €,To renovate,,0,45 m²,,Yes,,,,,1,,1,Gas,Double glass,No,,No,,Yes,22 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/3290/diest/rbu35191,rbu35191,372 000 €,New,Immediately,2,103 m²,No,,Yes,,,,1,,1,,,Yes,4,No,,Yes,17 m²,,
https://immovlan.be/en/detail/office-space/for-sale/1180/ukkel/vwd15501,vwd15501,1 350 000 €,Excellent,On contract,0,,,Yes,,,,,,,,Gas,Double glass,,,Yes,50 m²,Yes,10 m²,137 m²,
https://immovlan.be/en/detail/industrial-building/for-sale/1435/mont-saint-guibert/vbd25484,vbd25484,240 000 €,,,,,,,,,,,,,1,Not specified,,No,,,,,,430 m²,
https://immovlan.be/en/detail/business-surface/for-sale/3600/genk/rbu55444,rbu55444,2 750 000 €,,On contract,,,,,,,,,,,,,,No,,,,,,28105 m²,
https://immovlan.be/en/detail/residence/for-sale/2200/noorderwijk/rbu58423,rbu58423,390 413 €,New,Immediately,3,183 m²,No,,,,,,1,,2,,,No,3,Yes,,Yes,20 m²,180 m²,
https://immovlan.be/en/detail/apartment/for-sale/1490/court-saint-etienne/vbd34934,vbd34934,429 000 €,New,,3,114 m²,No,,,,Super equipped,,2,,1,,Double glass,Yes,,No,,Yes,12 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/8630/veurne/rbu65186,rbu65186,264 000 €,,,2,93 m²,,,Yes,,,,1,,1,,,Yes,,Yes,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/6760/virton/vbd02364,vbd02364,219 000 €,New,,2,91 m²,,,Yes,,,,1,,,,,,,,,Yes,15 m²,,
https://immovlan.be/en/detail/mixed-building/for-sale/4920/aywaille/vbd47515,vbd47515,170 000 €,Normal,,3,185 m²,No,,,,,,2,,,,,,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd43658,vbd43658,488 000 €,New,,3,117 m²,,,,,,,,,,,,,4,Yes,,Yes,7 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbd27998,vbd27998,217 000 €,,,1,55 m²,No,,,,,,,,,Not specified,,No,,No,,Yes,13 m²,,
https://immovlan.be/en/detail/apartment/for-sale/2240/zandhoven/rbu66697,rbu66697,400 000 €,New,Immediately,2,106 m²,No,,Yes,,,,1,,1,,,Yes,2,No,,Yes,28 m²,,
https://immovlan.be/en/detail/apartment/for-sale/6700/arlon/vbc72567,vbc72567,179 000 €,New,,1,45 m²,No,,,,Super equipped,,1,,1,Gas,,Yes,2,Yes,,Yes,6 m²,,
https://immovlan.be/en/detail/apartment/for-sale/8480/eernegem/rbs48925,rbs48925,215 000 €,New,,1,71 m²,No,,Yes,,Super equipped,,1,,1,Not specified,,Yes,,No,,Yes,,,
https://immovlan.be/en/detail/residence/for-sale/4420/montegnee/vbd47009,vbd47009,229 000 €,Excellent,,3,123 m²,No,,,,,,1,,1,Gas,,No,3,No,,Yes,10 m²,86 m²,
https://immovlan.be/en/detail/studio/for-sale/1140/evere/vbd37896,vbd37896,199 000 €,New,,0,42 m²,,,,,,,,1,1,,,,2,Yes,,No,,,
https://immovlan.be/en/detail/to-parcel-out-site/for-sale/5300/andenne/vbd41861,vbd41861,30 000 €,,,,,,,,,,,,,,,,,,,,,,1530 m²,
https://immovlan.be/en/detail/residence/for-sale/1500/halle/rbu65808,rbu65808,250 000 €,,,2,160 m²,,Yes,Yes,,,,1,,2,Gas,Double glass,No,2,Yes,,Yes,,521 m²,
https://immovlan.be/en/detail/land/for-sale/1600/sint-pieters-leeuw/rbu65751,rbu65751,460 000 €,,On contract,,,,,,,,,,,,,,,,,,,,1769 m²,
https://immovlan.be/en/detail/apartment/for-sale/2300/turnhout/rbu66764,rbu66764,999 999 €,New,Immediately,1,66 m²,No,,,,,,1,,1,,,Yes,2,No,,Yes,11 m²,,
https://immovlan.be/en/detail/apartment/for-sale/8500/kortrijk/rbu46233,rbu46233,275 000 €,Normal,Negotiable,2,,No,,Yes,1,,,1,,1,Gas,,No,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/7800/ath/rbu61598,rbu61598,205 000 €,Excellent,,2,98 m²,,,,,Fully equipped,Western kitchen,1,1,1,Gas,Double glass,No,2,No,,No,,,No
https://immovlan.be/en/detail/investment-property/for-sale/5000/namur/vbd44625,vbd44625,419 000 €,Excellent,On contract,3,,,,Yes,1,Partially equipped,Kitchenette,3,3,3,Gas,Double glass,No,2,,,Yes,57 m²,176 m²,
https://immovlan.be/en/detail/development-site/for-sale/8800/rumbeke/rbu38558,rbu38558,299 000 €,,,,,,,,,,,,,,,,,,,,,,573 m²,
https://immovlan.be/en/detail/investment-property/for-sale/6000/charleroi/vbd39712,vbd39712,495 000 €,Excellent,On contract,6,,,Yes,,,Super equipped,,2,2,4,,,,2,Yes,200 m²,Yes,40 m²,,
https://immovlan.be/en/detail/residence/for-sale/4570/marchin/vbd42985,vbd42985,385 177 €,New,,4,190 m²,,,,,,,2,,2,,,,4,Yes,,,,27 m²,
https://immovlan.be/en/detail/land/for-sale/5600/philippeville/vbd45473,vbd45473,68 000 €,,On contract,,,,,,,,,,,,,,,,,,,,2068 m²,
https://immovlan.be/en/detail/apartment/for-sale/9120/beveren/rbu66650,rbu66650,285 000 €,,On contract,3,,No,,,,,,1,,1,Electricity,,Yes,3,No,,Yes,,,
https://immovlan.be/en/detail/industrial-building/for-sale/8000/brugge/rbu61828,rbu61828,1 650 000 €,Excellent,,,,,,,,,,,,,,Double glass,,,,,,,944 m²,
https://immovlan.be/en/detail/apartment/for-sale/5000/namur/vbd40046,vbd40046,491 818 €,New,Immediately,3,129 m²,No,,Yes,,,,2,,2,,,Yes,,No,,Yes,52 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4800/verviers/vbd44715,vbd44715,98 000 €,,,2,67 m²,No,,,,,,1,,1,,,No,2,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1348/louvain-la-neuve/vbd28720,vbd28720,264 000 €,New,,1,61 m²,No,,,,,,1,,1,Gas,Double glass,Yes,,No,,Yes,7 m²,,Yes
https://immovlan.be/en/detail/residence/for-sale/1325/chaumont-gistoux/vbd42629,vbd42629,795 000 €,Normal,On contract,4,210 m²,No,,Yes,2,,,2,,3,Fuel oil,,No,4,Yes,,Yes,,1285 m²,
https://immovlan.be/en/detail/apartment/for-sale/4620/fleron/vbb75999,vbb75999,188 000 €,New,,1,60 m²,,,Yes,,Super equipped,,1,,1,Gas,Double glass,,4,No,,Yes,,,
https://immovlan.be/en/detail/apartment/for-sale/6460/chimay/vbc01515,vbc01515,279 400 €,,,2,106 m²,No,,,,,,1,,,,,,2,No,,Yes,8 m²,,
https://immovlan.be/en/detail/residence/for-sale/5350/ohey/vbb21578,vbb21578,326 383 €,New,,3,140 m²,No,Yes,Yes,,Not equipped,,1,,2,Fuel oil,,No,3,Yes,313 m²,No,,,
https://immovlan.be/en/detail/apartment/for-sale/2550/kontich/rbu62200,rbu62200,198 700 €,Normal,Negotiable,1,56 m²,No,,Yes,1,,,1,1,1,Gas,Double glass,,3,No,,No,,,
https://immovlan.be/en/detail/apartment/for-sale/1410/waterloo/vbd11755,vbd11755,299 000 €,To be renovated,On contract,3,110 m²,No,,,,,,1,1,2,Gas,,No,2,No,,Yes,,,
https://immovlan.be/en/detail/penthouse/for-sale/1082/berchem-sainte-agathe/vbd47584,vbd47584,425 000 €,New,,3,121 m²,No,,Yes,,Super equipped,,2,1,2,,Double glass,Yes,3,Yes,,Yes,13 m²,,No
https://immovlan.be/en/detail/apartment/for-sale/4000/liege/vba87241,vba87241,344 000 €,New,,3,139 m²,,,,,Fully equipped,Western kitchen,1,,1,Gas,Double glass,Yes,,,,Yes,17 m²,,
https://immovlan.be/en/detail/apartment/for-sale/4180/hamoir/vbd47406,vbd47406,385 000 €,,,3,145 m²,No,,Yes,1,Fully equipped,Western kitchen,1,1,2,Fuel oil,Double glass,Yes,2,No,,Yes,8 m²,,No
https://immovlan.be/en/detail/residence/for-sale/8760/meulebeke/rbu62590,rbu62590,269 000 €,,From 15/09/2027,5,111 m²,,Yes,,,,,1,,2,Not specified,,No,2,Yes,,Yes,,100 m²,
https://immovlan.be/en/detail/apartment/for-sale/1140/evere/vbd37888,vbd37888,365 200 €,New,,2,84 m²,,,,,,,,2,2,,,,2,Yes,,Yes,11 m²,,
https://immovlan.be/en/detail/investment-property/for-sale/3000/leuven/rbu42592,rbu42592,160 000 €,,,1,13 m²,,,,,,,1,,,Gas,Double glass,Yes,2,,,,,,
https://immovlan.be/en/detail/land/for-sale/4120/rotheux-rimiere/vbd47948,vbd47948,175 000 €,,,,,,,,,,,,,,,,,,,,,,844 m²,
https://immovlan.be/en/detail/commercial-building/for-sale/4180/hamoir/vbd47405,vbd47405,125 000 €,,,,,,,,,Partially equipped,Kitchenette,,,1,Fuel oil,Double glass,No,,,,,,,
https://immovlan.be/en/detail/apartment/for-sale/1180/ukkel/vbd46827,vbd46827,395 000 €,,,2,110 m²,No,,Yes,1,,,1,1,2,,,Yes,4,No,,Yes,20 m²,,
